#Testlevel

#Red Green Blue ;the higher the brighter ;>none< leads to no shadow
shadow:
#0;30;30
none

spawnpoints:
#ID						;PosX;PosY	;Direction
exit					;07		;28			;east
default		;25		;23			;north
elevator	;31		;34			;south

tiledefinition:
#File name convention: inner if wall around player + direction ;outer if player can go around wall + direction of corner
#Naming: FChs_0  ShortName-[wall-hull-roof-floor]-[direction]-[number]
#layer: 0 => behind ;1 => middle ;2 => in front
#Floor
#code     ;name        ;spritename                  ;blocker		;heightLayer		;fps ;totalFrames  ;cols ;rows ;frameWidth ;frameHeight ;hitboxOffsetX ;hitboxOffsetY ;hitBoxWidth ;hitBoxHeight ;lightning
space0    ;space							;floor/space/s0 													;false				;0											;0			;0												;0				;0				;0										;0											;0													;0														;0										;0												;none
018 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
019 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
020 ;______  ;space2 ;__xx__ ;__xx__ ;__xx__ ;space3 ;__xx__ ;__xx__ ;__xx__ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;__xx__ ;space3 ;______ ;______ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
021 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;__xx__ ;__xx__ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
022 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;__xx__ ;__xx__ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
023 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;______ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
024 ;______  ;space3 ;__xx__ ;__xx__ ;__xx__ ;space0 ;__xx__ ;__xx__ ;__xx__ ;space1 ;__xx__ ;__xx__ ;__xx__ ;space2 ;__xx__ ;__xx__ ;__xx__ ;space3 ;__xx__ ;__xx__ ;__xx__ ;space0 ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
025 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
026 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
027 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
028 ;______  ;space0 ;__xx__ ;__xx__ ;__xx__ ;space1 ;__xx__ ;__xx__ ;__xx__ ;space2 ;__xx__ ;__xx__ ;__xx__ ;space3 ;__xx__ ;__xx__ ;__xx__ ;space2 ;__xx__ ;__xx__ ;__xx__ ;space1 ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
029 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
030 ;______  ;__xx__ ;__xx__ ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;______ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
031 ;______  ;__xx__ ;__xx__ ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;______ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
032 ;______  ;space1 ;__xx__ ;__xx__ ;__xx__ ;space2 ;__xx__ ;__xx__ ;__xx__ ;space3 ;__xx__ ;__xx__ ;__xx__ ;space0 ;__xx__ ;__xx__ ;__xx__ ;space1 ;__xx__ ;__xx__ ;__xx__ ;space2 ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
033 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
034 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
035 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
036 ;______  ;space2 ;__xx__ ;__xx__ ;__xx__ ;space3 ;__xx__ ;__xx__ ;__xx__ ;space0 ;__xx__ ;__xx__ ;__xx__ ;space1 ;__xx__ ;__xx__ ;__xx__ ;space2 ;__xx__ ;__xx__ ;__xx__ ;space3 ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;elev__ ;__xx__ ;__xx__ ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
037 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;__xx__ ;__xx__ ;__xx__ ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
038 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__1 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
039 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;__xx__ ;__xx__ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
040 ;______  ;space3 ;__xx__ ;__xx__ ;__xx__ ;space0 ;__xx__ ;__xx__ ;__xx__ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;__xx__ ;space0 ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______
041 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;space0 ;__xx__ ;__xx__ ;__xx__ ;space1 ;__xx__ ;__xx__ ;__xx__ ;space2 ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;TRf__1 ;TRf__1 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__1 ;TRf__1 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
042 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;______ ;TRf__0 ;TRf__1 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__1 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
043 ;______  ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
044 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
045 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
046 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
047 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;__xx__ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
048 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
049 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
050 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
051 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
052 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
053 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
054 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
055 ;______  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______
